parameter_id,IMPC_ACS_036_001
gene_accession_id,MGI:1915678
parameter_name,% Pre-pulse inhibition - PPI4
mouse_strain,C57BL
gene_symbol,Steap3
pvalue,0.3284627
analysis_id,25dv965g1r03xi4
mouse_life_stage,Early adult
