parameter_id,IMPC_GEL_028_001
mouse_life_stage,Early adult
gene_accession_id,MGI:99605
analysis_id,fjvk7vfemzc46t0
gene_symbol,Cntfr
mouse_strain,C57BL
parameter_name,Forebrain
pvalue,0.8518399
