parameter_name,Whole arena average speed
parameter_id,JAXLA_OFD_009_001
pvalue,0.1538799
analysis_id,1qa528tr50ki28w
mouse_strain,129SV
gene_symbol,Arpc2
gene_accession_id,MGI:1923959
mouse_life_stage,Early adult
