gene_symbol,Psmd14
mouse_strain,C57BL
pvalue,0.2007726
mouse_life_stage,Early adult
analysis_id,8er25z2lt39jf89
parameter_name,CD11b-high cDC - % of cDC
gene_accession_id,MGI:1913284
parameter_id,MGP_IMM_066_001
