mouse_strain,C57BL
pvalue,0.71585
gene_accession_id,MGI:1923959
parameter_id,MGP_IMM_100_001
parameter_name,Resting NK cells - % of CD45+
gene_symbol,Arpc2
analysis_id,96xvr978lfadxh6
mouse_life_stage,Early adult
