gene_symbol,Ints7
mouse_life_stage,E9.5
parameter_id,ESLIM_008_001_017
analysis_id,003yji0ypzm6gk1
parameter_name,Limb grasping
pvalue,0.1515955
gene_accession_id,MGI:1924315
mouse_strain,C57BL
