gene_symbol,Cntfr
analysis_id,ia8zlm10g5o2jw0
parameter_name,Number of rears - total
pvalue,0.8913272
mouse_strain,C57BL
parameter_id,IMPC_OFD_021_001
mouse_life_stage,Early adult
gene_accession_id,MGI:99605
