gene_symbol,Psmd14
mouse_life_stage,Early adult
parameter_name,Vibrissae - appearance
pvalue,0.2666281
analysis_id,65r9i7byjv1474o
gene_accession_id,MGI:1913284
mouse_strain,C57BL
parameter_id,HMGULA_DYS_024_001
