parameter_id,MGP_BMI_019_001
analysis_id,7d9aaweg866fp0y
gene_accession_id,MGI:1914309
mouse_strain,C57BL
parameter_name,T cells - % of CD45+
gene_symbol,Ola1
pvalue,0.213019
mouse_life_stage,E18.5
