parameter_id,MGP_PBI_027_001
analysis_id,35p9ehae52z0635
parameter_name,NK cell number
gene_symbol,Toporsl
mouse_life_stage,Early adult
gene_accession_id,MGI:1915524
mouse_strain,C57BL
pvalue,0.74533
