gene_symbol,Sass6
analysis_id,16sp20pqaw3675q
mouse_strain,C57BL
parameter_name,Hemoglobin
mouse_life_stage,E9.5
parameter_id,IMPC_HEM_003_001
pvalue,0.2408222
gene_accession_id,MGI:1920026
