gene_symbol,Nucks1
parameter_name,Neutrophils
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1934811
parameter_id,IMPC_IMM_050_001
analysis_id,6p2p90glj71o914
pvalue,0.2059303
