gene_symbol,Sgip1
mouse_life_stage,Early adult
pvalue,0.1466573
gene_accession_id,MGI:1920344
analysis_id,ey6p127o5z7950e
parameter_id,ESLIM_016_001_003
parameter_name,Haemoglobin
mouse_strain,C57BL
