mouse_life_stage,E12.5
parameter_name,KLRG1+ NK cells - % of CD45+
analysis_id,567b88cy2i6dm11
gene_accession_id,MGI:2444554
gene_symbol,Mapkap1
parameter_id,MGP_MLN_093_001
pvalue,0.873408
mouse_strain,C57BL
