parameter_name,HDL-cholesterol
gene_accession_id,MGI:2685266
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,HMGULA_CBC_016_001
analysis_id,v4e874r85666k8z
gene_symbol,Pglyrp3
pvalue,0.5750767
