gene_symbol,Sass6
analysis_id,8k9405bsu325w0i
pvalue,0.8097266
parameter_id,IMPC_ECG_003_001
gene_accession_id,MGI:1920026
parameter_name,CV
mouse_strain,C57BL
mouse_life_stage,E9.5
