gene_symbol,Orc2
mouse_strain,C57BL
pvalue,0.1981018
parameter_name,Cue Baseline % Freezing Time
analysis_id,88beh6mp6c2y835
mouse_life_stage,E9.5
parameter_id,HRWLLA_FEA_015_001
gene_accession_id,MGI:1328306
