gene_symbol,Frmpd1
parameter_id,MGP_IMM_079_001
mouse_strain,C57BL
analysis_id,5cb231o4zfp7vas
pvalue,0.9133507
mouse_life_stage,Early adult
gene_accession_id,MGI:2446274
parameter_name,KLRG1+ Treg cells - % of CD45+
