parameter_id,IMPC_EYE_008_001
analysis_id,69hqd8g3fmv83g0
pvalue,0.1894665
gene_accession_id,MGI:88380
gene_symbol,F2
mouse_life_stage,Early adult
parameter_name,Corneal opacity
mouse_strain,C57BL
