parameter_id,M-G-P_016_001_001
mouse_strain,C57BL
parameter_name,White blood cell-count
pvalue,0.6128326
gene_accession_id,MGI:1336200
mouse_life_stage,Early adult
analysis_id,y3b30n26w6089s2
gene_symbol,Hpca
