parameter_id,IMPC_ACS_034_001
gene_symbol,Bpifa3
gene_accession_id,MGI:1920638
pvalue,0.7919642
analysis_id,g1r3z4342x06wt4
mouse_life_stage,Early adult
parameter_name,% Pre-pulse inhibition - PPI2
mouse_strain,C57BL
