gene_symbol,Ubxn4
parameter_id,JAXLA_EYE_092_001
pvalue,0.8063597
mouse_life_stage,Late adult
parameter_name,Retina (combined)
gene_accession_id,MGI:1915062
analysis_id,7envcd2p20j6f07
mouse_strain,C59BL
