gene_symbol,Hpca
parameter_name,CD103+ CD11b-low cDC - % of CD45+
analysis_id,9w2037a773ncy09
parameter_id,MGP_IMM_131_001
pvalue,0.2614402
gene_accession_id,MGI:1336200
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
