parameter_id,IMPC_XRY_023_001
mouse_strain,C57BL
gene_symbol,Zyg11b
parameter_name,Ulna
gene_accession_id,MGI:2685277
analysis_id,g65058n280sj21h
pvalue,0.1175362
mouse_life_stage,E18.5
