gene_symbol,Eprs1
mouse_life_stage,E9.5
gene_accession_id,MGI:97838
mouse_strain,C57BL
pvalue,0.7377709
parameter_id,MGP_PBI_031_001
parameter_name,KLRG1+ mature NK cell number
analysis_id,e9d8e98r1b4h139
