gene_symbol,Wars2
mouse_strain,C57BL
parameter_name,Mean cell volume
gene_accession_id,MGI:1917810
analysis_id,5tg46jqe2f1z9m1
mouse_life_stage,E12.5
parameter_id,ESLIM_016_001_005
pvalue,1.001553
