gene_symbol,Pex19
pvalue,0.4164293
parameter_name,Follicular B cells - % of CD45+
analysis_id,h89hkf18061pb8k
mouse_strain,C57BL
gene_accession_id,MGI:1334458
mouse_life_stage,E18.5
parameter_id,MGP_IMM_112_001
