parameter_id,MGP_PBI_011_001
gene_accession_id,MGI:1922082
mouse_strain,C57BL
analysis_id,v60f86xir5w7wtd
mouse_life_stage,Early adult
gene_symbol,Slc45a3
pvalue,0.8821264
parameter_name,KLRG1+ mature NK cell percentage
