gene_symbol,Slc17a9
mouse_strain,C57BL
gene_accession_id,MGI:1919107
mouse_life_stage,Early adult
analysis_id,ee520tk46db5n7b
parameter_name,Total cholesterol
parameter_id,HMGULA_CBC_015_001
pvalue,0.5436037
