parameter_name,30kHz-evoked ABR Threshold
analysis_id,p8p7nk23dkmuh45
parameter_id,IMPC_ABR_012_001
mouse_life_stage,Early adult
gene_symbol,Maco1
gene_accession_id,MGI:1913396
pvalue,0.5269656
mouse_strain,C57BL
