parameter_id,HRWLLA_OFD_020_001
gene_symbol,Sla2
gene_accession_id,MGI:1925049
pvalue,0.4334547
mouse_strain,C57BL
parameter_name,Distance travelled - total
mouse_life_stage,Early adult
analysis_id,5x76h5p8r1qw54f
