mouse_life_stage,Late adult
analysis_id,6874d259s43g5k5
parameter_name,KLRG1+ gd T cells - % of gd T cells
gene_accession_id,MGI:1345282
gene_symbol,Slc30a4
parameter_id,MGP_MLN_021_001
pvalue,0.6974424
mouse_strain,C57BL
