parameter_id,IMPC_CBC_008_001
pvalue,0.0916592
analysis_id,8c1ft5nk69w6021
gene_accession_id,MGI:1914944
parameter_name,Total bilirubin
gene_symbol,Ift74
mouse_life_stage,Early adult
mouse_strain,C57BL
