gene_accession_id,MGI:99501
gene_symbol,Fgb
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,JAXLA_HBD_001_001
pvalue,0.2994032
parameter_name,Total holepokes
analysis_id,9usm34r2msa5fou
