parameter_name,Eye
analysis_id,92grqmqd548l816
pvalue,0.2187321
gene_symbol,Ppm1j
mouse_life_stage,Early adult
parameter_id,M-G-P_013_001_001
mouse_strain,C57BL
gene_accession_id,MGI:1919137
