parameter_id,IMPC_ABR_008_001
gene_symbol,Pum1
mouse_life_stage,Early adult
analysis_id,260sb1c7rku7588
gene_accession_id,MGI:1931749
pvalue,0.5772731
parameter_name,18kHz-evoked ABR Threshold
mouse_strain,C57BL
