parameter_name,30kHz-evoked ABR Threshold
gene_symbol,Mgst2
parameter_id,IMPC_ABR_012_001
pvalue,0.2391341
mouse_life_stage,Early adult
gene_accession_id,MGI:2448481
mouse_strain,C57BL
analysis_id,vf2o8961i858pz6
