mouse_strain,C57BL
parameter_name,Cue Baseline % Freezing Time
gene_accession_id,MGI:99501
gene_symbol,Fgb
mouse_life_stage,Early adult
parameter_id,HRWLLA_FEA_015_001
pvalue,0.1655579
analysis_id,4ipftfk1b20mg22
