gene_symbol,Cdin1
parameter_name,Weight
pvalue,0.375701
parameter_id,CCP_LFO_001_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:3026886
analysis_id,3820t4x046h26xk
