parameter_id,MGP_CSD_015_001
gene_accession_id,MGI:1888742
analysis_id,lfgp93pz4t2ia15
pvalue,0.2099762
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Extl1
parameter_name,Head coat/hair presence
