parameter_id,IMPC_IPG_011_001
pvalue,0.2057067
parameter_name,Initial response to glucose challenge
gene_accession_id,MGI:1924054
analysis_id,7x63g3je8411ykt
gene_symbol,Kdm4c
mouse_life_stage,Early adult
mouse_strain,C57BL
