gene_symbol,Nipal3
mouse_life_stage,Early adult
analysis_id,a4du2505yoi48fg
parameter_name,NK Subsets (Q2)
parameter_id,IMPC_IMM_055_001
gene_accession_id,MGI:1921802
mouse_strain,129SV
pvalue,0.7604715
