parameter_id,MGP_IMM_066_001
mouse_strain,C57BL
analysis_id,9p3449n3zev09r2
parameter_name,CD11b-high cDC - % of cDC
gene_accession_id,MGI:2181659
gene_symbol,Tox
mouse_life_stage,Early adult
pvalue,0.2372769
