parameter_id,JAXLA_DXA_007_001
gene_accession_id,MGI:1921493
pvalue,0.06480719
gene_symbol,Slx4ip
mouse_life_stage,Early adult
analysis_id,75n22j17847r834
mouse_strain,C57BL
parameter_name,BMC/Body weight
