gene_symbol,Slc28a2
gene_accession_id,MGI:1913105
pvalue,0.3059608
parameter_id,MGP_MLN_001_001
analysis_id,847d542g311z64u
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Total T cells - % of CD45+
