gene_symbol,AU040320
pvalue,0.7792002
analysis_id,e2k32e4o9uzku22
mouse_strain,C57BL
parameter_name,CD11b-low cDC - % of cDC
mouse_life_stage,Middle aged adult
parameter_id,MGP_IMM_067_001
gene_accession_id,MGI:2140475
