gene_symbol,Snap23
parameter_name,Periphery permanence time
pvalue,0.4219185
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:109356
mouse_strain,C57BL
parameter_id,IMPC_OFD_012_001
analysis_id,30pvm6mq147y8g6
