mouse_strain,129SV
gene_accession_id,MGI:1921802
parameter_id,MGP_BMI_014_001
analysis_id,b4237srb95qewc7
parameter_name,Mature B cells (Hardy fraction F) - % of CD45+
pvalue,0.6756826
mouse_life_stage,Early adult
gene_symbol,Nipal3
