parameter_id,JAX_OFD_021_001
analysis_id,61h98t8f17e35t7
gene_accession_id,MGI:1346088
pvalue,0.7175612
gene_symbol,Cd52
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Number of rears - total
