mouse_strain,129SV
analysis_id,9i36bvy0gof5dp3
parameter_id,IMPC_ABR_006_001
gene_accession_id,MGI:99605
pvalue,0.9807852
gene_symbol,Cntfr
mouse_life_stage,Early adult
parameter_name,12kHz-evoked ABR Threshold
