parameter_id,MGP_IMM_130_001
pvalue,0.06789982
gene_accession_id,MGI:1915087
analysis_id,j8gpc44f0364226
parameter_name,CD11b-low cDC - % of CD45+
gene_symbol,Tiprl
mouse_life_stage,E12.5
mouse_strain,C57BL
