gene_symbol,Plcb1
mouse_life_stage,Late adult
mouse_strain,C57BL
analysis_id,8g2553215lsb171
gene_accession_id,MGI:97613
parameter_name,PP4 + pulse startle magnitude
pvalue,0.591337
parameter_id,ESLIM_011_001_010
