parameter_id,JAXLA_CSD_077_001
analysis_id,801n322g1pl8w5p
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.5250488
gene_symbol,Zcchc2
gene_accession_id,MGI:2444114
parameter_name,Contact righting
