gene_symbol,Golm2
mouse_strain,C57BL
pvalue,0.411886
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_016_001
gene_accession_id,MGI:2443129
parameter_name,HDL-cholesterol
analysis_id,889fval18581d66
