parameter_id,HMGULA_CBC_017_001
analysis_id,6p4qc3do44f7841
parameter_name,Triglycerides
pvalue,0.4507065
gene_symbol,Nipal3
mouse_strain,129SV
gene_accession_id,MGI:1921802
mouse_life_stage,Early adult
