mouse_strain,129SV
mouse_life_stage,Early adult
gene_accession_id,MGI:104848
parameter_id,ESLIM_011_001_702
parameter_name,Prepulse inhibition - PP2
analysis_id,go3v5gj22jnr235
pvalue,0.8246892
gene_symbol,Inpp1
