parameter_id,IMPC_CSD_069_001
mouse_strain,C57BL
analysis_id,ii332g5r5e2au24
gene_accession_id,MGI:109384
parameter_name,Upper teeth appearance
gene_symbol,Atf3
pvalue,0.8188661
mouse_life_stage,Early adult
