gene_symbol,Zmynd8
mouse_strain,C57BL
gene_accession_id,MGI:1918025
parameter_name,Periphery average speed
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_013_001
analysis_id,p743gh62290j52o
pvalue,0.8508435
