mouse_strain,129SV
gene_symbol,Zmynd8
parameter_id,HMGULA_CBC_010_001
analysis_id,5fyum4kz87xhh44
pvalue,0.2173065
parameter_name,Phosphorus
gene_accession_id,MGI:1918025
mouse_life_stage,Early adult
