parameter_name,Distance travelled - total
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAXLA_OFD_020_001
analysis_id,954r689344lpqu7
pvalue,0.732768
gene_accession_id,MGI:105072
gene_symbol,Rab22a
