parameter_id,JAX_OFD_013_001
gene_symbol,Slc2a8
analysis_id,h1oq7hyp1y7m3w2
pvalue,0.3265941
parameter_name,Periphery average speed
gene_accession_id,MGI:1860103
mouse_life_stage,Early adult
mouse_strain,C57BL
