parameter_id,IMPC_OFD_013_001
pvalue,0.05746467
parameter_name,Periphery average speed
gene_symbol,Ap5s1
mouse_strain,C57BL
gene_accession_id,MGI:1916846
analysis_id,0y34w612je38631
mouse_life_stage,Early adult
