gene_symbol,Ints7
parameter_id,MGP_IMM_028_001
analysis_id,vf8cbi5j4461em4
pvalue,0.9193756
mouse_life_stage,Early adult
gene_accession_id,MGI:1924315
parameter_name,KLRG1+ CD4- NKT cells - % of CD4- NKT cells
mouse_strain,C57BL
