gene_symbol,Ubxn11
mouse_strain,C57BL
analysis_id,l5b7m1zh810775g
gene_accession_id,MGI:1914836
pvalue,0.8770736
mouse_life_stage,Early adult
parameter_id,IMPC_ECH_018_001
parameter_name,Respiration Rate
